Site No.,SU Type,SU No.,SU Description,FAP,FAP General,FAP Specific,FAT,FAT General,FAT Specific,PD No.,FS No.,PL No.,Item No.,Type Code,Type,Form,Part,Finish,Count,Weight (g),Vessel,Comments,Collection Date
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,MBW,Mancos Black-on-white,B,B,M,2,9.8,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,HBW,Pueblo III White Painted,J,B,M,2,4,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,LWU,Late White Unpainted,J,B,,21,110.2,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,LBW,Late White Painted,B,B,C,3,0.7,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,LBW,Late White Painted,B,B,C,1,10.6,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,VBW,Mesa Verde Black-on-white,B,B,C,6,59.5,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,VBW,Mesa Verde Black-on-white,J,B,C,1,16.7,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,LBW,Late White Painted,J,B,C,2,4.2,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,HBW,Pueblo III White Painted,J,B,C,5,34.7,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,EBW,McElmo Black-on-white,J,B,C,1,10.4,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,HBW,Pueblo III White Painted,O,B,C,1,18.2,,handle,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,VBW,Mesa Verde Black-on-white,B,B,C,1,6.5,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,,EBW,McElmo Black-on-white,B,B,C,3,26.5,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,1,VRG,Mesa Verde Corrugated Gray,J,R,,1,14.6,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,2,EBW,McElmo Black-on-white,B,R,M,1,24.7,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,3,VBW,Mesa Verde Black-on-white,B,R,C,1,14.7,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,4,HBW,Pueblo III White Painted,B,R,M,1,8.6,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,5,EBW,McElmo Black-on-white,B,R,C,1,16,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,6,MBW,Mancos Black-on-white,B,R,M,1,3.6,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,7,LBW,Late White Painted,J,R,C,1,2.6,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,8,EBW,McElmo Black-on-white,B,R,C,1,14.8,,,5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,13,,9,LBW,Late White Painted,U,R,C,1,0.1,,"changed from item 8 to avoid key duplication, SGO 8/1/01",5/7/1996
5MT5,NST,707,midden,48,fill,not further specified,59,mixed deposit,other,290,25,,,LWU,Late White Unpainted,B,B,,1,4.4,,modified sherd,5/7/1996
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,,GRA,Indeterminate Local Gray,J,B,,3,8.8,,,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,28,33.1,,,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,,MBW,Mancos Black-on-white,J,B,M,2,16.9,,,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,,VBW,Mesa Verde Black-on-white,U,B,C,1,3.8,,,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,,HBW,Pueblo III White Painted,J,B,C,1,7,,,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,,LWU,Late White Unpainted,B,B,,2,15.1,,,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,,HBW,Pueblo III White Painted,U,B,C,1,0.4,,,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,,LWU,Late White Unpainted,J,B,,5,15.3,,,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,,LWU,Late White Unpainted,O,B,,1,2.3,,ladle handle,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,,HBW,Pueblo III White Painted,B,B,C,3,24.4,,,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,,LWU,Late White Unpainted,U,B,,4,2.2,,,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,1,HBW,Pueblo III White Painted,B,R,C,1,0.8,,,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,101,CRG,Indeterminate Local Corrugated Gray,J,B,,1,7,,borrowed for thin-section and temper analysis,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,102,CRG,Indeterminate Local Corrugated Gray,J,B,,1,4.3,,borrowed for thin-section and temper analysis,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,103,CRG,Indeterminate Local Corrugated Gray,J,B,,1,10.9,,borrowed for thin-section and temper analysis,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,104,CRG,Indeterminate Local Corrugated Gray,J,B,,1,4.5,,borrowed for thin-section and temper analysis,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,105,CRG,Indeterminate Local Corrugated Gray,J,B,,1,3.4,,borrowed for thin-section and temper analysis,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,106,CRG,Indeterminate Local Corrugated Gray,J,B,,1,18.8,,borrowed for thin-section and temper analysis,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,107,CRG,Indeterminate Local Corrugated Gray,J,B,,1,2.3,,borrowed for thin-section and temper analysis,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,108,CRG,Indeterminate Local Corrugated Gray,J,B,,1,6,,borrowed for thin-section and temper analysis,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,109,CRG,Indeterminate Local Corrugated Gray,J,B,,1,3.3,,borrowed for thin-section and temper analysis,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,110,CRG,Indeterminate Local Corrugated Gray,J,B,,1,3.3,,borrowed for thin-section and temper analysis,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,111,CRG,Indeterminate Local Corrugated Gray,J,B,,1,3.4,,borrowed for thin-section and temper analysis,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,112,CRG,Indeterminate Local Corrugated Gray,J,B,,1,2.8,,borrowed for thin-section and temper analysis,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,1,,113,CRG,Indeterminate Local Corrugated Gray,J,B,,1,2.7,,borrowed for thin-section and temper analysis,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,56,5,,,LWU,Late White Unpainted,B,B,,1,8,,,7/11/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,,LWU,Late White Unpainted,U,B,,1,1.7,,,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,,LWU,Late White Unpainted,B,B,,2,8.2,,,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,,HBW,Pueblo III White Painted,J,B,C,3,13.6,,,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,,HBW,Pueblo III White Painted,J,B,M,2,10.3,,,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,,LWU,Late White Unpainted,J,B,,7,12.4,,,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,31,42.4,,,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,,GRA,Indeterminate Local Gray,J,B,,2,25,,,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,,HBW,Pueblo III White Painted,B,B,C,5,13.8,,,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,1,EBW,McElmo Black-on-white,B,R,M,1,5.3,,,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,2,HBW,Pueblo III White Painted,B,R,C,1,1.6,,,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,3,HBW,Pueblo III White Painted,B,R,C,1,0.8,,,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,101,CRG,Indeterminate Local Corrugated Gray,J,B,,1,8.4,,borrowed for thin-section and temper analysis,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,102,CRG,Indeterminate Local Corrugated Gray,J,B,,1,6,,borrowed for thin-section and temper analysis,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,103,CRG,Indeterminate Local Corrugated Gray,J,B,,1,10.8,,borrowed for thin-section and temper analysis,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,104,CRG,Indeterminate Local Corrugated Gray,J,B,,1,9.8,,borrowed for thin-section and temper analysis,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,105,CRG,Indeterminate Local Corrugated Gray,J,B,,1,11.5,,borrowed for thin-section and temper analysis,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,106,CRG,Indeterminate Local Corrugated Gray,J,B,,1,6.5,,borrowed for thin-section and temper analysis,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,107,CRG,Indeterminate Local Corrugated Gray,J,B,,1,4.7,,borrowed for thin-section and temper analysis,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,108,CRG,Indeterminate Local Corrugated Gray,J,B,,1,4.4,,borrowed for thin-section and temper analysis,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,109,CRG,Indeterminate Local Corrugated Gray,J,B,,1,3.9,,borrowed for thin-section and temper analysis,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,110,CRG,Indeterminate Local Corrugated Gray,J,B,,1,2.6,,borrowed for thin-section and temper analysis,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,111,CRG,Indeterminate Local Corrugated Gray,J,B,,1,4.5,,borrowed for thin-section and temper analysis,7/18/1995
5MT5,NST,805,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,71,1,,112,CRG,Indeterminate Local Corrugated Gray,J,B,,1,3.8,,borrowed for thin-section and temper analysis,7/18/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,,VBW,Mesa Verde Black-on-white,B,B,C,2,43.9,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,,LBW,Late White Painted,J,B,M,1,1.8,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,,HBW,Pueblo III White Painted,O,B,C,2,29.7,,mug base,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,,VBW,Mesa Verde Black-on-white,O,B,C,1,50,,mug base,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,,MBW,Mancos Black-on-white,B,B,M,1,13.1,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,,HBW,Pueblo III White Painted,J,B,C,3,29.4,,1 with corrugated exterior neck,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,,HBW,Pueblo III White Painted,B,B,C,16,109.6,,1 with repair hole,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,203,1964.4,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,,LWU,Late White Unpainted,O,B,,1,6.4,,ladle handle,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,,LWU,Late White Unpainted,J,B,,12,69.2,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,,LWU,Late White Unpainted,B,B,,15,148.8,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,1,VRG,Mesa Verde Corrugated Gray,J,R,,1,55.9,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,2,VRG,Mesa Verde Corrugated Gray,J,R,,1,10.3,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,3,CRG,Indeterminate Local Corrugated Gray,J,R,,1,5.4,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,4,CRG,Indeterminate Local Corrugated Gray,J,R,,1,4.1,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,5,CRG,Indeterminate Local Corrugated Gray,J,R,,1,5.4,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,6,CRG,Indeterminate Local Corrugated Gray,J,R,,1,2.3,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,7,VBW,Mesa Verde Black-on-white,B,R,C,1,14.4,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,8,VBW,Mesa Verde Black-on-white,B,R,C,1,3.3,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,9,HBW,Pueblo III White Painted,B,R,C,1,9.6,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,10,HBW,Pueblo III White Painted,O,R,C,1,3.5,,ladle,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,11,HBW,Pueblo III White Painted,B,R,C,1,5.8,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,12,EBW,McElmo Black-on-white,B,R,C,1,25,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,13,MBW,Mancos Black-on-white,B,R,M,1,3.8,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,14,EBW,McElmo Black-on-white,B,R,C,1,16.8,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,15,HBW,Pueblo III White Painted,B,R,C,1,0.8,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,16,HBW,Pueblo III White Painted,B,R,C,1,1.9,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,17,CRG,Indeterminate Local Corrugated Gray,J,R,,1,1.5,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,1,,18,CRG,Indeterminate Local Corrugated Gray,J,R,,1,6.6,,,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,2,,1,HBW,Pueblo III White Painted,O,R,C,1,4,,ladle; modified sherd,5/26/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,18,,,LWU,Late White Unpainted,U,B,,2,0.8,,,8/4/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,18,,,CRG,Indeterminate Local Corrugated Gray,J,B,,19,70.5,,,8/4/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,18,,,HBW,Pueblo III White Painted,U,B,C,1,0.7,,,8/4/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,18,,,LWU,Late White Unpainted,J,B,,2,4.1,,,8/4/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,18,,,LWU,Late White Unpainted,B,B,,1,3.5,,,8/4/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,18,,,HBW,Pueblo III White Painted,B,B,C,4,26.8,,,8/4/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,18,,,GRA,Indeterminate Local Gray,U,B,,1,0.5,,possible handle,8/4/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,18,,1,CRG,Indeterminate Local Corrugated Gray,J,R,,1,0.8,,,8/4/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,18,,2,VBW,Mesa Verde Black-on-white,B,R,C,1,4.7,,,8/4/1995
5MT5,NST,806,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,30,18,,3,HBW,Pueblo III White Painted,B,R,C,1,16.4,,,8/4/1995
5MT5,NST,901,extramural surface,20,fill,surface feature contents,10,cultural deposit,not further specified,59,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,2,10.1,,,7/13/1995
5MT5,NST,901,extramural surface,20,fill,surface feature contents,10,cultural deposit,not further specified,59,1,,,EBW,McElmo Black-on-white,J,B,C,1,48,,possible kiva jar,7/13/1995
5MT5,NST,901,extramural surface,20,fill,surface feature contents,10,cultural deposit,not further specified,59,1,,1,VRG,Mesa Verde Corrugated Gray,J,R,,1,12.8,,,7/13/1995
5MT5,NST,901,extramural surface,20,fill,surface feature contents,10,cultural deposit,not further specified,74,2,,,CRG,Indeterminate Local Corrugated Gray,J,B,,12,42,,,8/12/1995
5MT5,NST,901,extramural surface,20,fill,surface feature contents,10,cultural deposit,not further specified,74,2,,,LBW,Late White Painted,J,B,C,1,0.8,,,8/12/1995
5MT5,NST,901,extramural surface,20,fill,surface feature contents,10,cultural deposit,not further specified,74,2,,,LWU,Late White Unpainted,J,B,,2,7.7,,,8/12/1995
5MT5,NST,901,extramural surface,20,fill,surface feature contents,10,cultural deposit,not further specified,74,2,,1,VRG,Mesa Verde Corrugated Gray,J,R,,1,13.1,,,8/12/1995
5MT5,NST,901,extramural surface,20,fill,surface feature contents,10,cultural deposit,not further specified,74,2,,2,LBW,Late White Painted,J,R,C,1,1.5,,,8/12/1995
5MT5,NST,904,extramural surface,20,fill,surface feature contents,10,cultural deposit,not further specified,267,2,,,LWU,Late White Unpainted,J,B,,2,5.7,,,10/2/1995
