Site No.,SU Type,SU No.,SU Description,FAP,FAP General,FAP Specific,FAT,FAT General,FAT Specific,PD No.,FS No.,PL No.,Item No.,Type Code,Type,Form,Part,Finish,Count,Weight (g),Vessel,Comments,Collection Date
5MT5,ARB,600,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,281,2,,,CRG,Indeterminate Local Corrugated Gray,J,B,,11,23.3,,,10/5/1995
5MT5,ARB,600,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,281,2,,,GRA,Indeterminate Local Gray,J,B,,2,18.7,,,10/5/1995
5MT5,ARB,600,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,281,2,,,LWU,Late White Unpainted,B,B,,2,7.6,,,10/5/1995
5MT5,ARB,600,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,281,2,,1,LBW,Late White Painted,B,R,C,1,1.9,,,10/5/1995
5MT5,ARB,600,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,284,2,,,LWU,Late White Unpainted,U,B,,1,0.7,,,10/5/1995
5MT5,ARB,600,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,284,2,,,HBW,Pueblo III White Painted,B,B,C,1,15.6,,,10/5/1995
5MT5,ARB,600,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,284,2,,,EWU,Early White Unpainted,J,B,,1,1.1,,,10/5/1995
5MT5,ARB,600,noncultural,48,fill,not further specified,51,mixed deposit,postabandonment and cultural refuse,284,2,,,CRG,Indeterminate Local Corrugated Gray,J,B,,16,53.1,,,10/5/1995
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,3,,,LWU,Late White Unpainted,O,B,,1,3.3,,handle?,8/28/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,3,,,LWU,Late White Unpainted,J,B,,1,39.1,,,8/28/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,3,,,CRG,Indeterminate Local Corrugated Gray,J,B,,4,9.9,,,8/28/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,3,,,LWU,Late White Unpainted,B,B,,2,11.9,,,8/28/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,,HBW,Pueblo III White Painted,U,B,M,1,0.1,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,,HBW,Pueblo III White Painted,J,B,M,1,6.5,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,,HBW,Pueblo III White Painted,J,B,C,3,11.4,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,,HBW,Pueblo III White Painted,B,B,M,2,9.6,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,,HBW,Pueblo III White Painted,B,B,C,8,44.1,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,,LBW,Late White Painted,B,B,C,4,32.9,,1 carbon/mineral paint mix,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,,CRG,Indeterminate Local Corrugated Gray,J,B,,45,163.5,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,,INR,Indeterminate Local Red Unpainted,B,B,S,1,0.8,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,,LWU,Late White Unpainted,U,B,,1,0.9,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,,LWU,Late White Unpainted,J,B,,9,52.8,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,,LWU,Late White Unpainted,B,B,,8,59.4,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,,GRA,Indeterminate Local Gray,J,B,,4,34.6,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,,LBW,Late White Painted,O,B,C,1,5,,ladle handle,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,,HBW,Pueblo III White Painted,U,B,C,1,0.6,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,,MBW,Mancos Black-on-white,J,B,M,2,13.5,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,,RBW,Early White Painted,J,B,M,3,6.1,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,,MBW,Mancos Black-on-white,B,B,M,1,3.7,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,1,VRG,Mesa Verde Corrugated Gray,J,R,,1,8.5,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,2,VRG,Mesa Verde Corrugated Gray,J,R,,1,8.7,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,3,VRG,Mesa Verde Corrugated Gray,J,R,,1,27.1,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,4,LWU,Late White Unpainted,B,R,,1,11,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,5,LWU,Late White Unpainted,J,R,,1,22,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,6,EBW,McElmo Black-on-white,B,R,C,1,36.8,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,7,HBW,Pueblo III White Painted,B,R,C,1,2.7,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,8,HBW,Pueblo III White Painted,B,R,M,1,5.6,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,6,,9,MBW,Mancos Black-on-white,B,R,M,1,5.7,,,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,10,,,TBW,Pueblo II White Painted,J,B,X,1,26.1,,modified sherd,8/16/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,11,,,LBW,Late White Painted,J,B,C,1,4.6,,modified sherd,8/15/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,459,15,,,CRG,Indeterminate Local Corrugated Gray,J,B,,3,21.2,,,8/19/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,463,4,,,LWU,Late White Unpainted,J,B,,6,19.6,,,8/23/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,463,4,,,DRE,Deadmans Black-on-red,B,B,S,1,2,,,8/23/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,463,4,,,LWU,Late White Unpainted,O,B,,1,7.3,,ladle handle fragment,8/23/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,463,4,,,LWU,Late White Unpainted,B,B,,1,1.5,,,8/23/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,463,4,,,LBW,Late White Painted,B,B,C,1,8.3,,,8/23/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,463,4,,,LBW,Late White Painted,B,B,X,1,0.4,,,8/23/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,463,4,,,CRG,Indeterminate Local Corrugated Gray,J,B,,14,97.1,,,8/23/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,463,4,,1,EBW,McElmo Black-on-white,B,R,C,1,8.8,,,8/23/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,463,4,,2,MBW,Mancos Black-on-white,J,R,M,1,5,,,8/23/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,10,cultural deposit,not further specified,463,4,,3,CRG,Indeterminate Local Corrugated Gray,J,R,,1,1.9,,,8/23/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,600,3,,,LWU,Late White Unpainted,U,B,,1,0.9,,,8/30/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,600,3,,,EWU,Early White Unpainted,J,B,,1,1.2,,,8/30/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,600,3,,,LWU,Late White Unpainted,J,B,,1,2.1,,,8/30/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,600,3,,,MBW,Mancos Black-on-white,J,B,M,1,49.3,,,8/30/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,600,3,,,CRG,Indeterminate Local Corrugated Gray,J,B,,5,19.1,,,8/30/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,600,3,,1,MBW,Mancos Black-on-white,B,R,M,1,8.6,,,8/30/1996
5MT5,ARB,600,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,600,3,,2,DRE,Deadmans Black-on-red,B,R,S,1,28.3,,,8/30/1996
5MT5,ARB,700,noncultural,30,fill,wall fall,22,collapsed structure,with mixed refuse,15,1,,,LWU,Late White Unpainted,J,B,,2,18.3,,,5/16/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,22,collapsed structure,with mixed refuse,15,1,,,HBW,Pueblo III White Painted,B,B,C,2,16.2,,,5/16/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,22,collapsed structure,with mixed refuse,15,1,,,LWU,Late White Unpainted,U,B,,1,8.2,,handle,5/16/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,22,collapsed structure,with mixed refuse,15,1,,,GRA,Indeterminate Local Gray,J,B,,1,9,,,5/16/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,22,collapsed structure,with mixed refuse,15,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,59,489.6,,,5/16/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,22,collapsed structure,with mixed refuse,15,1,,,HBW,Pueblo III White Painted,J,B,C,1,1.6,,,5/16/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,22,collapsed structure,with mixed refuse,15,1,,,LBW,Late White Painted,B,B,M,1,1.6,,,5/16/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,22,collapsed structure,with mixed refuse,15,1,,,VBW,Mesa Verde Black-on-white,B,B,C,1,13.4,,,5/16/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,22,collapsed structure,with mixed refuse,15,1,,,LWU,Late White Unpainted,B,B,,4,17.9,,,5/16/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,22,collapsed structure,with mixed refuse,15,1,,,MBW,Mancos Black-on-white,B,B,M,3,6.5,,,5/16/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,22,collapsed structure,with mixed refuse,15,1,,1,EBW,McElmo Black-on-white,B,R,C,1,45.8,,carbon/mineral mix,5/16/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,22,collapsed structure,with mixed refuse,15,1,,2,HBW,Pueblo III White Painted,B,R,C,1,3.3,,carbon/mineral mix,5/16/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,22,collapsed structure,with mixed refuse,15,1,,3,HBW,Pueblo III White Painted,B,R,C,1,20.8,,,5/16/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,22,collapsed structure,with mixed refuse,15,1,,4,HBW,Pueblo III White Painted,B,R,C,1,32.7,,,5/16/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,22,collapsed structure,with mixed refuse,15,1,,5,MBW,Mancos Black-on-white,B,R,M,1,0.2,,,5/16/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,22,collapsed structure,with mixed refuse,15,1,,6,MBW,Mancos Black-on-white,B,R,M,1,1.9,,carbon/mineral mix,5/16/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,22,collapsed structure,with mixed refuse,15,1,,7,VBW,Mesa Verde Black-on-white,B,R,C,1,5.8,,carbon/mineral mix,5/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,17,1,,,LWU,Late White Unpainted,J,B,,8,14.5,,,5/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,17,1,,,HBW,Pueblo III White Painted,U,B,C,2,1,,,5/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,17,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,37,80.5,,,5/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,17,1,,,LWU,Late White Unpainted,B,B,,1,0.4,,,5/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,17,1,,,LBW,Late White Painted,B,B,M,2,3.2,,2 refit,5/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,17,1,,,HBW,Pueblo III White Painted,B,B,C,3,8.3,,,5/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,17,1,,,HBW,Pueblo III White Painted,J,B,C,5,8.2,,,5/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,17,1,,,LWU,Late White Unpainted,U,B,,4,2.6,,,5/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,30,postabandonment deposit,not further specified,17,1,,1,HBW,Pueblo III White Painted,B,R,C,1,2.8,,,5/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,28,1,,,LWU,Late White Unpainted,O,B,,1,0.7,,ladle handle,5/25/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,28,1,,,LWU,Late White Unpainted,J,B,,3,29.9,,includes handle,5/25/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,28,1,,,HBW,Pueblo III White Painted,U,B,C,1,0.8,,,5/25/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,28,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,1,5.5,,,5/25/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,28,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,1,4.7,,,5/25/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,28,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,39,91.1,,,5/25/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,28,1,,,LBW,Late White Painted,J,B,M,3,5.7,,,5/25/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,28,1,,,GRA,Indeterminate Local Gray,J,B,,1,2.9,,handle,5/25/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,28,1,,,LWU,Late White Unpainted,J,B,,4,19.6,,,5/25/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,28,1,,,HBW,Pueblo III White Painted,B,B,C,7,11.5,,,5/25/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,28,1,,,LWU,Late White Unpainted,B,B,,2,3.7,,,5/25/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,28,1,,,LWU,Late White Unpainted,U,B,,2,1.9,,,5/25/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,28,1,,,LBW,Late White Painted,B,B,C,1,0.5,,,5/25/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,28,1,,1,LWU,Late White Unpainted,B,R,,1,0.6,,,5/25/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,28,1,,2,LWU,Late White Unpainted,B,R,,1,0.9,,,5/25/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,28,1,,3,CRG,Indeterminate Local Corrugated Gray,J,R,,1,2,,refits with Item 4,5/25/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,28,1,,4,CRG,Indeterminate Local Corrugated Gray,J,R,,1,1.4,,refits with Item 3,5/25/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,28,1,,5,VRG,Mesa Verde Corrugated Gray,J,R,,1,3.3,,,5/25/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,,GRA,Indeterminate Local Gray,J,B,,4,13.9,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,97,606.9,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,,LWU,Late White Unpainted,U,B,,3,4.2,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,,LWU,Late White Unpainted,B,B,,8,43.6,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,,LWU,Late White Unpainted,J,B,,10,55.5,,one piece w/ corrugated exterior,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,,MBW,Mancos Black-on-white,J,B,M,3,37.1,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,,LWU,Late White Unpainted,O,B,,3,38.4,,strap handles,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,1,15.2,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,1,25.5,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,1,15.5,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,,HBW,Pueblo III White Painted,J,B,C,9,40.3,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,,VBW,Mesa Verde Black-on-white,J,B,C,1,13.1,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,,HBW,Pueblo III White Painted,B,B,C,9,73.8,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,1,VRG,Mesa Verde Corrugated Gray,J,R,,1,10.1,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,2,CRG,Indeterminate Local Corrugated Gray,J,R,,1,3.9,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,3,CRG,Indeterminate Local Corrugated Gray,J,R,,1,1.8,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,4,VRG,Mesa Verde Corrugated Gray,J,R,,1,14.6,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,5,CRG,Indeterminate Local Corrugated Gray,J,R,,1,3.2,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,6,VRG,Mesa Verde Corrugated Gray,J,R,,1,5.6,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,7,VRG,Mesa Verde Corrugated Gray,J,R,,1,74.4,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,8,LWU,Late White Unpainted,B,R,,1,26.2,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,9,LWU,Late White Unpainted,J,R,,1,2.8,,corrugated exterior,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,10,VBW,Mesa Verde Black-on-white,B,R,C,1,27.4,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,11,VBW,Mesa Verde Black-on-white,B,R,C,1,15.3,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,12,HBW,Pueblo III White Painted,B,R,C,1,0.7,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,13,EBW,McElmo Black-on-white,B,R,C,1,28.7,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,14,HBW,Pueblo III White Painted,B,R,C,1,0.9,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,15,HBW,Pueblo III White Painted,B,R,C,1,1.5,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,16,MBW,Mancos Black-on-white,B,R,C,1,12,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,1,,17,EBW,McElmo Black-on-white,B,R,C,1,9.5,,,5/16/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,7,,,HBW,Pueblo III White Painted,B,B,M,1,3.1,,,8/10/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,7,,,CRG,Indeterminate Local Corrugated Gray,J,B,,2,6.7,,,8/10/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,7,,,LWU,Late White Unpainted,B,B,,1,3.1,,,8/10/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,7,,,LWU,Late White Unpainted,U,B,,1,0.3,,,8/10/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,7,,,HBW,Pueblo III White Painted,J,B,C,1,12.6,,,8/10/1995
5MT5,ARB,700,noncultural,33,fill,below wall fall,51,mixed deposit,postabandonment and cultural refuse,33,7,,1,CRG,Indeterminate Local Corrugated Gray,J,R,,1,0.5,,,8/10/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,20,collapsed structure,not further specified,37,1,,,LWU,Late White Unpainted,J,B,,12,70.6,,,6/2/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,20,collapsed structure,not further specified,37,1,,,HBW,Pueblo III White Painted,B,B,C,5,44.8,,,6/2/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,20,collapsed structure,not further specified,37,1,,,MBW,Mancos Black-on-white,B,B,M,2,16.3,,,6/2/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,20,collapsed structure,not further specified,37,1,,,LWU,Late White Unpainted,U,B,,4,4.1,,,6/2/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,20,collapsed structure,not further specified,37,1,,,LWU,Late White Unpainted,B,B,,15,115,,,6/2/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,20,collapsed structure,not further specified,37,1,,,LWU,Late White Unpainted,O,B,,1,4.2,,ladle handle,6/2/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,20,collapsed structure,not further specified,37,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,47,223.9,,,6/2/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,20,collapsed structure,not further specified,37,1,,,GRA,Indeterminate Local Gray,J,B,,3,6.6,,,6/2/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,20,collapsed structure,not further specified,37,1,,,HBW,Pueblo III White Painted,J,B,C,2,2.4,,,6/2/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,20,collapsed structure,not further specified,37,1,,1,CRG,Indeterminate Local Corrugated Gray,J,R,,1,0.7,,,6/2/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,20,collapsed structure,not further specified,37,1,,2,LWU,Late White Unpainted,B,R,,1,6.4,,,6/2/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,20,collapsed structure,not further specified,37,1,,3,EBW,McElmo Black-on-white,B,R,C,1,25.9,,,6/2/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,20,collapsed structure,not further specified,37,1,,4,VBW,Mesa Verde Black-on-white,B,R,C,1,11.2,,,6/2/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,20,collapsed structure,not further specified,37,1,,5,HBW,Pueblo III White Painted,B,R,C,1,1.4,,,6/2/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,20,collapsed structure,not further specified,37,1,,6,VBW,Mesa Verde Black-on-white,J,R,C,1,1.2,,,6/2/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,20,collapsed structure,not further specified,37,1,,7,HBW,Pueblo III White Painted,J,R,C,1,0.5,,,6/2/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,20,collapsed structure,not further specified,37,10,,,CRG,Indeterminate Local Corrugated Gray,J,B,,11,42,,,7/11/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,20,collapsed structure,not further specified,37,16,,,LWU,Late White Unpainted,B,B,,1,0.1,,,7/27/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,20,collapsed structure,not further specified,37,16,,,CRG,Indeterminate Local Corrugated Gray,J,B,,2,6.6,,,7/27/1995
5MT5,ARB,700,noncultural,30,fill,wall fall,20,collapsed structure,not further specified,37,18,,,CRG,Indeterminate Local Corrugated Gray,J,B,,6,10.4,,,8/10/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,47,1,,,HBW,Pueblo III White Painted,J,B,M,1,2.2,,,6/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,47,1,,,MBW,Mancos Black-on-white,B,B,M,2,19.1,,,6/16/1995
5MT5,ARB,700,noncultural,48,fill,not further specified,50,mixed deposit,not further specified,47,1,,,HBW,Pueblo III White Painted,B,B,C,9,50.6,,,6/16/1995
